Date,Open,High,Low,Close,Volume,Share_Name,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1991-07-26 00:00:00-04:00,1.3637654142469795,1.397859022865095,1.329671025276184,1.329671025276184,177600,XRAY,1.38081157207489,1,0.9873416970793631,1.0,1.002570547362119,3.0,1.110320436528377,25.0,1.3767299902055539,98.0,1.8687561547596634,329.0
1991-07-29 00:00:00-04:00,1.3296704027387831,1.38081157207489,1.3296704027387831,1.38081157207489,132000,XRAY,1.38081157207489,0,1.0188676905170633,1.0,1.025316042909247,4.0,1.1500232920246218,25.0,1.4279665931644205,98.0,1.9384708995299353,329.0
1991-07-30 00:00:00-04:00,1.38081157207489,1.38081157207489,1.3467171990667135,1.38081157207489,55200,XRAY,1.38081157207489,0,1.0,1.0,1.0150373192321758,3.0,1.1467669796371962,25.0,1.425955515845692,98.0,1.936316117297713,329.0
1991-07-31 00:00:00-04:00,1.38081157207489,1.38081157207489,1.3467171990667135,1.38081157207489,85200,XRAY,1.3467178344726562,0,1.0,0.0,1.0099748457726894,2.0,1.1436635977614238,24.0,1.4238499693876274,98.0,1.9341892141872903,328.0
1991-08-01 00:00:00-04:00,1.380812223567185,1.380812223567185,1.3467178344726562,1.3467178344726562,1033200,XRAY,1.3978590965270996,1,0.9875001393127456,0.0,0.9875001306808177,1.0,1.1125454354783921,24.0,1.3865487190248704,98.0,1.884407091373917,328.0
1991-08-02 00:00:00-04:00,1.346717900552295,1.3978590965270996,1.346717900552295,1.3978590965270996,142800,XRAY,1.38081157207489,0,1.0186335684297303,1.0,1.0148517006577584,2.0,1.1518202270853815,24.0,1.4364796495350753,99.0,1.9536834804226193,329.0
1991-08-05 00:00:00-04:00,1.3978583684028207,1.4319527414109974,1.38081157207489,1.38081157207489,24000,XRAY,1.4660475254058838,1,0.9938648632798263,1.0,1.0024751247744577,1.0,1.1343210427605852,24.0,1.4167770447522152,98.0,1.9276529257369708,329.0
1991-08-06 00:00:00-04:00,1.3808119591669554,1.500141127619428,1.3808119591669554,1.4660475254058838,226800,XRAY,1.5171889066696167,1,1.0299403484374834,1.0,1.0513449961882422,2.0,1.1993029100071109,25.0,1.5014493373249518,98.0,2.0440665938505407,330.0
1991-08-07 00:00:00-04:00,1.466047716336401,1.5683300970028329,1.466047716336401,1.5171889066696167,734400,XRAY,1.500141143798828,0,1.0171429192516774,2.0,1.0671465441702692,3.0,1.2356823893402236,25.0,1.5504690859536325,99.0,2.1125847188479936,330.0
1991-08-08 00:00:00-04:00,1.5512823280232488,1.5512823280232488,1.483094342508202,1.500141143798828,163200,XRAY,1.4660475254058838,0,0.994350050347279,1.0,1.0328636586378162,3.0,1.2156093032138413,25.0,1.5298491936013667,99.0,2.0861480752087846,330.0
1991-08-09 00:00:00-04:00,1.4830943265126555,1.517188709078734,1.4660475254058838,1.4660475254058838,247200,XRAY,1.4660475254058838,0,0.9885059171229033,0.0,1.0000001301014358,2.0,1.1825371331057055,25.0,1.4921750132292007,99.0,2.036202101700297,330.0
1991-08-12 00:00:00-04:00,1.500141127619428,1.500141127619428,1.4660475254058838,1.4660475254058838,187200,XRAY,1.4660475254058838,0,1.0,0.0,0.9885057899951054,2.0,1.1772760236332498,24.0,1.4894872427251793,98.0,2.033674183577144,330.0
1991-08-13 00:00:00-04:00,1.4660475254058838,1.500141127619428,1.4660475254058838,1.4660475254058838,147600,XRAY,1.500141143798828,1,1.0,0.0,0.9885057899951054,1.0,1.1723277937627028,23.0,1.4866035305642027,98.0,2.031152534425337,330.0
1991-08-14 00:00:00-04:00,1.500141143798828,1.500141143798828,1.466047541217576,1.500141143798828,62400,XRAY,1.500141143798828,0,1.0114940828770966,1.0,1.0138246798557182,1.0,1.1944347982761991,23.0,1.5175027571448476,99.0,2.075716106940274,331.0
1991-08-15 00:00:00-04:00,1.466047541217576,1.500141143798828,1.466047541217576,1.500141143798828,44400,XRAY,1.4489998817443848,0,1.0,1.0,1.0138246798557182,1.0,1.188519764893241,23.0,1.5139521906188358,98.0,2.0730511413302977,331.0
1991-08-16 00:00:00-04:00,1.4830942628468706,1.500141063221863,1.4489998817443848,1.4489998817443848,94800,XRAY,1.38081157207489,0,0.9826589296301883,0.0,0.9815240696465799,1.0,1.1431130373794962,23.0,1.459227135152253,98.0,1.9999524704321339,331.0
1991-08-19 00:00:00-04:00,1.3978583684028207,1.4149059450830668,1.3467171990667135,1.38081157207489,204000,XRAY,1.38081157207489,0,0.9759035855277692,0.0,0.9462615385160844,1.0,1.085911874717942,22.0,1.3876036770075524,98.0,1.903709326538798,331.0
