Date,Open,High,Low,Close,Volume,Share_Name,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1984-02-29 00:00:00-05:00,0.0,0.5514745976459617,0.5236024721963353,0.5494838356971741,1331200,WBA,0.5594380497932434,1,1.0203330389996876,1.0,1.0407239343941312,3.0,0.9470430590829301,20.0,1.0064321319566043,101.0,1.823623304409956,451.0
1984-03-01 00:00:00-05:00,0.0,0.5614292975067513,0.5514745171055978,0.5594380497932434,1984000,WBA,0.5614294409751892,1,1.008976479070631,2.0,1.0376656934496695,4.0,0.966022392919312,21.0,1.0240368918986091,101.0,1.853869546793701,452.0
1984-03-02 00:00:00-05:00,0.0,0.5693929756978473,0.5594381927528351,0.5614294409751892,2774400,WBA,0.5534658432006836,0,1.0017766517437137,2.0,1.0232225500353107,4.0,0.9712418327948142,22.0,1.0270832097946718,101.0,1.8576834799020163,452.0
1984-03-05 00:00:00-05:00,0.0,0.563420138956098,0.5534658432006836,0.5534658432006836,438400,WBA,0.53952956199646,0,0.9928570890131693,1.0,1.005789148414258,3.0,0.959558307978459,21.0,1.0119395862541347,101.0,1.8286408319534755,452.0
1984-03-06 00:00:00-05:00,0.0,0.5514746202339803,0.537538799966132,0.53952956199646,1580800,WBA,0.5295754075050354,0,0.9872494603930105,0.0,0.9762248722074344,3.0,0.9381490431959448,20.0,0.9860999824913352,100.0,1.780063551317335,451.0
1984-03-07 00:00:00-05:00,0.0,0.5355476951942191,0.5255933963232301,0.5295754075050354,806400,WBA,0.5335569381713867,1,0.9906892636594272,0.0,0.9651673355203417,2.0,0.9237184293247381,20.0,0.9677095506826229,99.0,1.744797986355555,451.0
1984-03-08 00:00:00-05:00,0.0,0.5335569381713867,0.5295754130039217,0.5335569381713867,480000,WBA,0.5295754075050354,0,1.0037450940915715,1.0,0.981684837713402,2.0,0.9333101035682525,21.0,0.9747298076434991,100.0,1.7554518374003176,452.0
1984-03-09 00:00:00-05:00,0.0,0.5335569326311578,0.5216118711971076,0.5295754075050354,656000,WBA,0.5415201783180237,1,0.9962549059084285,1.0,0.9859157477119473,1.0,0.9288253958364064,21.0,0.9672450630662697,99.0,1.7399474660171388,451.0
1984-03-12 00:00:00-05:00,0.0,0.5435109398126903,0.5375386553286904,0.5415201783180237,2144000,WBA,0.5514746904373169,1,1.0111519186252733,1.0,1.0126576169216928,2.0,0.9516584558247588,22.0,0.9886589984628239,100.0,1.776664970036255,452.0
1984-03-13 00:00:00-05:00,0.0,0.5514746904373169,0.5415203929629313,0.5514746904373169,2147200,WBA,0.5514746904373169,0,1.0091075561321061,2.0,1.0266860633282255,3.0,0.9703406007506388,23.0,1.006306344349759,101.0,1.8067017722264938,452.0
1984-03-14 00:00:00-05:00,0.0,0.5514746904373169,0.5474931658698085,0.5514746904373169,252800,WBA,0.5594380497932434,1,1.0,1.0,1.0183821510939257,3.0,0.9719863118816692,22.0,1.0057071535508588,101.0,1.804107129140821,451.0
1984-03-15 00:00:00-05:00,0.0,0.5594380497932435,0.5534657648191056,0.5594380497932434,816000,WBA,0.5574473738670349,0,1.0071683032046908,1.0,1.0233062477765322,3.0,0.9873500088657439,23.0,1.0195337791477312,102.0,1.8274865468130745,452.0
1984-03-16 00:00:00-05:00,0.0,0.5773564516757688,0.5574473738670349,0.5574473738670349,1267200,WBA,0.5514746904373169,0,0.9982176543054124,1.0,1.0093728936130835,3.0,0.9852791703328624,22.0,1.0151987126326631,102.0,1.8183259284162496,452.0
1984-03-19 00:00:00-05:00,0.0,0.561429473967317,0.5514746904373169,0.5514746904373169,1382400,WBA,0.5494838356971741,0,0.9946139736759004,0.0,0.9949713148924985,2.0,0.9763258130005901,22.0,1.0036519601261242,102.0,1.7962541478499752,452.0
